,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
596,35,No,0,1258,0,1,4,5,826,4,1,40,4,1,7,3,0,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
597,42,No,0,932,0,1,2,5,827,4,1,43,2,2,5,4,2,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2
598,28,Yes,0,890,0,2,4,4,828,3,0,46,3,1,7,3,0,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1
599,36,No,0,1041,2,13,3,0,829,3,0,36,3,1,0,2,2,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4
600,32,No,0,859,0,4,3,5,830,3,1,98,2,2,5,3,2,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8
601,40,No,1,720,0,16,4,4,832,1,0,51,2,2,6,3,0,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0
602,30,No,0,946,0,2,3,4,833,3,1,52,2,2,5,4,0,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0
603,45,No,0,252,0,2,3,5,834,2,1,95,2,1,7,3,0,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0
604,42,No,0,933,0,29,3,5,836,2,0,98,3,2,5,2,2,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
605,38,No,1,471,0,12,3,5,837,1,0,45,2,2,4,1,1,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2
606,34,No,1,702,0,16,4,5,838,3,1,100,2,1,7,4,0,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3
607,49,Yes,0,1184,1,11,3,3,840,3,1,43,3,3,8,4,2,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7
608,55,Yes,0,436,1,2,1,4,842,3,0,37,3,2,8,4,0,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3
609,43,No,0,589,0,14,2,5,843,2,0,94,3,4,1,1,2,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0
610,27,No,0,269,0,5,1,2,844,3,0,42,2,3,1,4,1,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8
611,35,No,0,950,0,7,3,1,845,3,0,59,3,3,5,3,0,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6
612,28,No,0,760,1,2,4,3,846,2,1,81,3,2,8,2,2,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5
613,34,No,0,829,2,3,2,0,847,3,0,88,3,1,0,4,2,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2
614,26,Yes,1,887,0,5,2,4,848,3,1,88,2,1,7,3,2,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7
615,27,No,2,443,0,3,3,4,850,4,0,50,3,1,7,4,2,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0
616,51,No,0,1318,1,26,4,3,851,1,1,66,3,4,3,3,2,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
617,44,No,0,625,0,4,3,4,852,4,0,50,3,2,4,2,0,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3
618,25,No,0,180,0,2,1,4,854,1,0,65,4,1,7,1,0,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1
619,33,No,0,586,1,1,3,4,855,1,0,48,4,2,8,1,1,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8
620,35,No,0,1343,0,27,1,4,856,3,1,53,2,1,7,1,0,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1
621,36,No,0,928,1,1,2,5,857,2,0,56,3,2,8,4,2,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11
622,32,No,0,117,1,13,4,5,859,2,0,73,3,2,8,4,1,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3
623,30,No,1,1012,0,5,4,5,861,2,0,75,2,1,7,4,1,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3
624,53,No,0,661,1,7,2,3,862,1,1,78,2,3,8,4,2,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
625,45,No,0,930,1,9,3,3,864,4,0,74,3,3,8,1,1,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
626,32,No,0,638,0,8,2,4,865,3,1,91,4,2,7,3,2,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3
627,52,No,1,890,0,25,4,4,867,3,1,81,2,4,5,4,2,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0
628,37,No,0,342,1,16,4,3,868,4,0,66,2,2,8,3,1,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0
629,28,No,0,1169,2,8,2,4,869,2,0,63,2,1,0,4,1,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4
630,22,No,0,1230,0,1,2,5,872,4,0,33,2,2,5,4,2,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
631,44,No,0,986,0,8,4,5,874,1,0,62,4,1,6,4,2,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2
632,42,No,1,1271,0,2,1,4,875,2,0,35,3,1,7,4,0,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2
633,36,No,0,1278,2,8,3,5,878,1,0,77,2,1,0,1,2,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3
634,25,No,0,141,1,3,1,1,879,3,0,98,3,2,8,1,2,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3
635,35,No,0,607,0,9,3,5,880,4,1,66,2,3,5,3,2,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15
636,35,Yes,1,130,0,25,4,5,881,4,1,96,3,1,7,2,1,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
637,32,No,2,300,0,1,3,5,882,4,0,61,3,1,6,4,1,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2
638,25,No,0,583,1,4,1,3,885,3,0,87,2,2,8,1,2,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3
639,49,No,0,1418,0,1,3,2,887,3,1,36,3,1,7,1,2,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2
640,24,No,2,1269,0,4,1,5,888,1,0,46,2,1,6,4,2,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4
641,32,No,1,379,1,5,2,5,889,2,0,48,3,2,8,2,2,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3
642,38,No,0,395,1,9,3,3,893,2,0,98,2,1,2,2,2,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2
643,42,No,0,1265,0,3,3,5,894,3,1,95,4,2,6,4,2,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3
644,31,No,0,1222,0,11,4,5,895,4,0,48,3,1,7,4,2,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2
645,29,Yes,0,341,1,1,3,4,896,2,1,48,2,1,2,3,1,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2
646,53,No,0,868,1,8,3,3,897,1,0,73,3,4,8,4,2,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2
647,35,No,0,672,0,25,3,2,899,4,0,78,2,3,5,2,2,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8
648,37,No,1,1231,1,21,2,4,900,3,1,54,3,1,2,4,2,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0
649,53,No,0,102,0,23,4,5,901,4,1,72,3,4,1,4,0,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8
650,43,No,1,422,0,1,3,5,902,4,1,33,3,2,4,4,2,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2
651,47,No,0,249,1,2,2,3,903,3,1,35,3,2,8,4,2,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7
652,37,No,2,1252,1,19,2,4,904,1,0,32,3,3,8,2,0,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
653,50,No,2,881,0,2,4,5,905,1,0,98,3,4,3,1,1,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7
654,39,No,0,1383,2,2,3,5,909,4,1,42,2,2,0,4,2,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4
655,33,No,0,1075,2,3,2,0,910,4,0,57,3,1,0,2,1,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3
656,32,Yes,0,374,0,25,4,5,911,1,0,87,3,1,6,4,0,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1
657,29,No,0,1086,0,7,1,4,912,1,1,62,2,1,6,4,1,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3
658,44,No,0,661,0,9,2,5,913,2,0,61,3,1,7,1,2,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
659,28,No,0,821,1,5,4,4,916,1,0,98,3,2,8,4,0,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2
660,58,Yes,1,781,0,2,1,5,918,4,0,57,2,1,6,4,1,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0
661,43,No,0,177,0,8,3,5,920,1,1,55,3,2,5,2,1,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
662,20,Yes,0,500,1,2,3,4,922,3,1,49,2,1,2,3,0,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2
663,21,Yes,0,1427,0,18,1,1,923,4,1,65,3,1,7,4,0,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0
664,36,No,0,1425,0,14,1,5,924,3,0,68,3,2,4,4,2,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
665,47,No,0,1454,1,2,4,5,925,4,1,65,2,1,2,4,0,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2
666,22,Yes,0,617,0,3,1,5,926,2,1,34,3,2,5,3,2,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2
667,41,Yes,0,1085,0,2,4,5,927,2,1,57,1,1,6,4,1,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0
668,28,No,0,995,0,9,3,4,930,3,1,77,3,1,7,3,1,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
669,39,Yes,0,1122,0,6,3,4,932,4,0,70,3,1,6,1,2,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
670,27,No,0,618,0,4,3,5,933,2,1,76,3,1,7,3,0,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0
671,34,No,0,546,0,10,3,5,934,2,0,83,3,1,6,2,1,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0
672,42,No,0,462,1,14,2,4,936,3,1,68,2,2,8,3,0,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3
673,33,No,0,1198,0,1,4,1,939,3,0,100,2,1,7,1,0,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2
674,58,No,0,1272,0,5,3,2,940,3,1,37,2,3,4,2,1,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
675,31,No,0,154,1,7,4,5,941,2,0,41,2,1,2,3,2,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2
676,35,No,0,1137,0,21,1,5,942,4,1,51,3,2,4,4,2,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7
677,49,No,0,527,0,8,2,1,944,1,1,51,3,3,6,2,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7
678,48,No,0,1469,0,20,4,4,945,4,0,51,3,1,7,3,2,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0
679,31,No,2,1188,1,20,2,3,947,4,1,45,3,2,8,3,2,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0
680,36,No,0,188,0,7,4,1,949,2,0,65,3,1,7,4,0,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1
681,38,No,0,1333,0,1,3,2,950,4,1,80,3,3,1,1,2,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11
682,32,No,2,1184,0,1,3,5,951,3,1,70,2,1,6,2,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2
683,25,Yes,0,867,1,19,2,3,952,3,0,36,2,1,2,2,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
684,40,No,0,658,1,10,4,3,954,1,0,67,2,3,8,2,1,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0
685,26,No,1,1283,1,1,3,4,956,3,0,52,2,2,8,1,0,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7
686,41,No,0,263,0,6,3,4,957,4,0,59,3,1,6,1,0,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17
687,36,No,0,938,0,2,4,4,958,3,0,79,3,1,6,3,0,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9
688,19,Yes,0,419,1,21,3,1,959,4,0,37,2,1,2,2,0,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0
689,20,Yes,0,129,0,4,3,2,960,1,0,84,3,1,6,1,0,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0
690,31,No,0,616,0,12,3,4,961,4,1,41,3,2,4,4,2,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5
691,40,No,1,1469,0,9,4,4,964,4,0,35,3,1,7,2,1,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0
692,32,No,0,498,0,3,4,4,966,3,1,93,3,2,5,1,2,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3
693,36,Yes,0,530,1,3,1,5,967,3,0,51,2,3,8,4,2,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7
694,33,No,0,1069,0,1,3,5,969,2,1,42,2,2,4,4,0,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4
695,37,Yes,0,625,1,1,4,5,970,1,0,46,2,3,8,3,2,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7
696,45,No,2,805,0,4,2,5,972,3,0,57,3,2,6,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8
697,29,No,1,1404,1,20,3,2,974,3,1,84,3,1,2,4,2,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2
698,35,No,0,1219,1,18,3,4,975,3,1,86,3,2,8,3,2,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0
699,52,No,0,1053,0,1,2,5,976,4,0,70,3,4,3,4,2,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8
700,58,Yes,0,289,0,2,3,2,977,4,0,51,3,1,7,3,0,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0
701,53,No,0,1376,1,2,2,4,981,3,0,45,3,4,3,3,1,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2
702,30,No,0,231,1,8,2,1,982,3,0,62,3,3,8,3,1,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7
703,38,No,2,152,1,10,3,2,983,3,1,85,3,2,8,4,0,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3
704,35,No,0,882,1,3,4,5,984,4,0,92,3,3,8,4,1,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8
705,39,No,0,903,1,2,5,5,985,1,0,41,4,3,8,3,0,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7
706,40,Yes,2,1479,1,24,3,5,986,2,1,100,4,4,8,2,0,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
707,47,No,1,1379,0,16,4,4,987,3,0,64,4,2,5,3,1,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7
708,36,No,2,1229,1,8,4,2,990,1,0,84,3,2,8,4,1,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7
709,31,Yes,2,335,0,9,2,4,991,3,0,46,2,1,7,1,0,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2
710,33,No,2,722,1,17,3,5,992,4,0,38,3,4,3,3,0,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0
711,29,Yes,0,906,0,10,3,5,994,4,1,92,2,1,7,1,0,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0
712,33,No,0,461,0,13,1,5,995,2,1,53,3,1,7,4,0,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2
713,45,No,0,974,0,1,4,4,996,4,1,91,3,1,6,4,1,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2
714,50,No,0,1126,0,1,2,4,997,4,0,66,3,4,1,4,1,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3
715,33,No,1,827,0,1,4,1,998,3,1,84,4,2,4,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2
716,41,No,1,840,0,9,3,4,999,1,0,64,3,5,1,3,1,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11
717,27,No,0,1134,0,16,4,2,1001,3,1,37,3,1,6,2,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2
718,45,No,2,248,0,23,2,5,1002,4,0,42,3,2,6,1,2,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8
719,47,No,0,955,1,4,2,5,1003,4,1,83,3,2,8,4,0,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7
720,30,Yes,0,138,0,22,3,5,1004,1,1,48,3,1,7,3,2,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1
721,50,No,0,939,0,24,3,5,1005,4,0,95,3,4,5,3,2,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5
722,38,No,1,1391,0,10,1,4,1006,3,0,66,3,1,7,3,2,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2
723,46,No,0,566,0,7,2,4,1007,4,0,75,3,3,5,3,1,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7
724,24,No,0,1206,0,17,1,4,1009,4,1,41,2,2,5,3,1,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2
725,35,Yes,0,622,0,14,4,1,1010,3,0,39,2,1,6,2,1,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2
726,31,No,1,853,0,1,1,5,1011,3,1,96,3,2,5,1,2,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3
727,18,No,2,287,0,5,2,5,1012,2,0,73,3,1,7,4,0,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0
728,54,No,0,1441,0,17,3,2,1013,3,1,56,3,3,5,3,2,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8
729,35,No,0,583,0,25,4,4,1014,3,1,57,3,3,4,3,1,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1
730,30,No,0,153,0,8,2,5,1015,2,1,73,4,3,1,1,2,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7
731,20,Yes,0,1097,0,11,3,4,1016,4,1,98,2,1,7,1,0,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0
732,30,Yes,1,109,0,5,3,4,1017,2,1,60,3,1,6,2,0,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2
733,26,No,0,1066,0,2,2,4,1018,4,0,32,4,2,5,4,2,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3
734,22,No,0,217,0,8,1,5,1019,2,0,94,1,1,6,1,2,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1
735,48,No,0,277,0,6,3,5,1022,1,0,97,2,2,4,3,0,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2
736,48,No,0,1355,0,4,4,5,1024,3,0,78,2,3,4,3,0,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8
737,41,No,0,549,0,7,2,4,1025,4,1,42,3,2,5,3,0,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1
738,39,No,0,466,0,1,1,5,1026,4,1,65,2,4,5,4,2,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8
739,27,No,0,1055,0,2,4,5,1027,1,1,47,3,2,5,4,2,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2
740,35,No,0,802,0,10,3,1,1028,2,0,45,3,1,6,4,1,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2
741,42,No,0,265,1,5,2,3,1029,4,0,90,3,5,3,3,2,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0
742,50,No,0,804,0,9,3,5,1030,1,0,64,3,1,6,4,2,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0
743,59,No,0,715,0,2,3,5,1032,3,1,69,2,4,5,4,0,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3
744,37,Yes,0,1141,0,11,2,4,1033,1,1,61,1,2,4,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0
745,55,No,1,135,0,18,4,4,1034,3,0,62,3,2,4,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7
746,41,No,2,247,0,7,1,5,1035,2,1,55,1,5,1,3,1,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10
747,38,No,0,1035,1,3,4,5,1036,2,0,42,3,2,8,4,0,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0
748,26,Yes,2,265,1,29,2,4,1037,2,0,79,1,2,8,1,0,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2
749,52,Yes,0,266,1,2,1,3,1038,1,1,57,1,5,3,4,2,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9
750,44,No,0,1448,1,28,3,4,1039,4,1,53,4,4,8,4,2,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11
751,50,No,2,145,1,1,3,5,1040,4,1,95,3,2,8,3,2,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13
752,36,Yes,0,885,0,16,4,5,1042,3,1,43,4,1,6,1,0,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14
753,39,No,1,945,0,22,3,4,1043,4,1,82,3,3,5,1,0,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
754,33,No,2,1038,1,8,1,5,1044,2,1,88,2,1,2,4,0,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
755,45,No,0,1234,1,11,2,5,1045,4,1,90,3,4,3,4,2,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1
756,32,No,2,1109,0,29,4,4,1046,4,1,69,3,1,6,3,0,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7
757,34,No,0,216,1,1,4,3,1047,2,0,75,4,2,8,4,1,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9
758,59,No,0,1089,1,1,2,2,1048,2,0,66,3,3,3,4,2,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4
759,45,No,0,788,2,24,4,4,1049,2,0,36,3,1,0,2,0,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4
760,53,No,1,124,1,2,3,3,1050,3,1,38,2,3,8,2,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12
761,36,Yes,0,660,0,15,3,1,1052,1,0,81,3,2,6,3,1,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0
762,26,Yes,1,342,0,2,3,5,1053,1,0,57,3,1,7,1,2,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2
763,34,No,0,1333,1,10,4,5,1055,3,1,87,3,1,2,3,2,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0
764,28,No,0,1144,1,10,1,4,1056,4,0,74,3,1,2,2,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0
765,38,No,1,1186,0,3,4,1,1060,3,0,44,3,1,7,3,2,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2
766,50,No,0,1464,0,2,4,4,1061,2,0,62,3,5,1,3,2,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7
767,37,No,0,124,0,3,3,1,1062,4,1,35,3,2,4,2,0,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1
768,40,No,0,300,1,26,3,3,1066,3,0,74,3,2,8,1,2,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5
769,26,No,1,921,0,1,1,4,1068,1,1,66,2,1,7,3,1,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3
770,46,No,0,430,0,1,4,4,1069,4,0,40,3,5,1,4,1,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2
771,54,No,0,1082,1,2,4,5,1070,3,1,41,2,3,8,3,2,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0
772,56,No,1,1240,0,9,3,4,1071,1,1,63,3,1,7,3,2,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3
773,36,No,0,796,0,12,5,4,1073,4,1,51,2,3,5,4,0,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8
774,55,No,2,444,0,2,1,4,1074,3,0,40,2,4,3,1,0,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2
775,43,No,0,415,1,25,3,4,1076,3,0,79,2,3,8,4,1,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0
776,20,Yes,1,769,1,9,3,3,1077,4,1,54,3,1,2,4,0,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2
777,21,Yes,0,1334,0,10,3,5,1079,3,1,36,2,1,6,1,0,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0
778,46,No,0,1003,0,8,4,5,1080,4,1,74,2,2,7,1,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7
779,51,Yes,0,1323,0,4,4,5,1081,1,0,34,3,1,7,3,2,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7
780,28,Yes,2,1366,0,24,2,2,1082,2,0,72,2,3,4,1,0,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9
781,26,No,0,192,0,1,2,4,1083,1,0,59,2,1,6,1,2,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3
782,30,No,0,1176,0,20,3,1,1084,3,0,85,3,2,5,1,2,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2
783,41,No,0,509,0,7,2,2,1085,2,1,43,4,1,7,3,2,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8
784,38,No,0,330,0,17,1,5,1088,3,1,65,2,3,4,3,2,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9
785,40,No,0,1492,0,20,4,2,1092,1,0,61,3,3,4,4,2,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1
786,27,No,2,1277,0,8,5,5,1094,1,0,87,1,1,6,3,2,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2
787,55,No,1,1091,0,2,1,5,1096,4,0,65,3,3,5,2,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2
788,28,No,0,857,0,10,3,1,1097,3,1,59,3,2,7,3,0,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7
789,44,Yes,0,1376,2,1,2,4,1098,2,0,91,2,3,0,1,2,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6
790,33,No,0,654,0,5,3,5,1099,4,0,34,2,3,4,4,1,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2
791,35,Yes,0,1204,1,4,3,2,1100,4,0,86,3,3,8,1,0,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7
792,33,Yes,1,827,0,29,4,4,1101,1,1,54,2,2,7,3,0,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8
793,28,No,0,895,0,15,2,5,1102,1,0,50,3,1,6,3,1,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2
